advice_episode,start_step,end_step,episode_length,llm_advice,advice_category,llm_priority,alignment_rate,followed_advice,first_action_matches,total_reward,avg_reward,final_sr,sr_change,hp_start,hp_end,hp_change,level_ups,hp_at_advice,reward_before,sr_before,critical_hp_at_start,level_at_start,most_common_action,unique_actions
1095,2290,2290,1,Pick up the orcish helm,inventory,,0.0,0,False,-0.01,-0.01,-0.01,0.0,3350.0,3350.0,300.0,0,3050.0,-0.01,-0.009,0,14,equipment,1
1096,2290,2290,1,Consider the recent message and decide whether to attack the little dog,combat,,0.0,0,False,0.0,0.0,-0.01,0.0,331.2,331.2,-3018.8,0,3350.0,-0.01,-0.01,0,14,equipment,1
1097,2290,2290,2,Move away from the orcs to ensure survival,movement,,0.0,0,False,-0.02,-0.01,-0.02,-0.01,191.7,377.8,46.60000000000002,1,331.2,0.0,-0.01,0,16,interaction,2
1098,2295,2295,1,Explore the stairs_down northeast for potential treasure and danger,defensive,,0.0,0,False,-0.01,-0.01,-0.011,0.0,380.0,380.0,2.1999999999999886,1,377.8,-0.01,-0.02,0,14,other,1
1099,2295,2295,3,Eat something to regain health,survival,,0.0,0,False,-0.03,-0.01,-0.01,0.01,377.8,3350.0,2970.0,1,380.0,-0.01,-0.011,0,12,item_use,2
1100,2300,2300,1,Explore the stairs_down northeast for potential treasure and danger,defensive,,0.0,0,False,-0.01,-0.01,-0.01,0.0,380.0,380.0,-2970.0,0,3350.0,-0.01,-0.01,0,14,movement,1
1101,2300,2305,6,Investigate the orc threats southwest and south,survival,,0.0,0,False,-0.05,-0.008333333333333333,-0.01,0.0,184.6,228.6,-151.39999999999964,2,380.0,-0.01,-0.01,0,16,movement,5
1102,2305,2310,2,Eat something to restore health,survival,,0.0,0,False,-0.02,-0.01,-0.02,-0.01,380.0,380.0,151.4,1,228.6,-0.01,-0.01,0,14,equipment,2
1103,2310,2315,4,Investigate the orc threats southwest and south,survival,,0.0,0,False,-0.02,-0.005,0.0,-0.001,218.2,425.0,45.0,1,380.0,-0.01,-0.02,0,16,movement,3
1104,2315,2315,1,Search the stairs_down for potential items and threats,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,326.7,326.7,-98.30000000000001,1,425.0,0.0,0.0,0,14,movement,1
1105,2315,2315,2,Search the area for items and potential threats,survival,,0.0,0,False,-0.01,-0.005,-0.002,0.008,2100.0,146.7,-180.0,1,326.7,-0.01,-0.01,0,14,item_use,2
1106,2320,2320,2,Investigate the crude dagger and potential threats,survival,,0.0,0,False,-0.01,-0.005,-0.002,0.008,152.9,228.6,81.9,0,146.7,0.0,-0.002,0,16,equipment,2
1107,2320,2320,1,Search the stairs_down for potential items and threats,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,321.4,321.4,92.79999999999998,1,228.6,0.0,-0.002,0,14,combat,1
1108,2320,2325,2,Move in a direction to gain more information about the surroundings,movement,,0.0,0,False,0.0,0.0,0.001,0.004,1220.0,2066.7,1745.2999999999997,0,321.4,-0.01,-0.01,0,14,item_use,2
1109,2325,2325,1,Investigate the stairs down northeast,other,,0.0,0,False,-0.01,-0.01,-0.01,0.0,321.4,321.4,-1745.2999999999997,0,2066.7,0.0,0.001,0,14,movement,1
1110,2325,2325,1,Search the area for potential threats and items,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,246.2,246.2,-75.19999999999999,0,321.4,-0.01,-0.01,0,12,interaction,1
1111,2330,2330,1,Investigate the recent message and determine the direction to move,movement,,0.0,0,False,-0.01,-0.01,-0.011,0.0,3050.0,3050.0,2803.8,1,246.2,-0.01,-0.01,0,14,movement,1
1112,2330,2330,1,Investigate the stairs down northeast,other,,0.0,0,False,0.0,0.0,-0.01,0.0,321.4,321.4,-2728.6,0,3050.0,-0.01,-0.011,0,14,combat,1
1113,2330,2335,2,Search the area for potential items or clues,exploration,,0.0,0,False,-0.02,-0.01,-0.01,0.0,228.6,246.2,-75.19999999999999,0,321.4,0.0,-0.01,0,12,inventory,2
1114,2335,2335,1,Investigate the wall and potential hidden dangers,defensive,,0.0,0,False,-0.01,-0.01,-0.01,0.0,342.9,342.9,96.69999999999999,1,246.2,-0.01,-0.01,0,14,combat,1
1115,2335,2335,1,Investigate the recent message and determine the direction to move,movement,,0.0,0,False,0.0,0.0,-0.002,0.0,3200.0,3200.0,2857.1,0,342.9,-0.01,-0.01,0,14,item_use,1
1116,2340,2340,1,Search the area for items and potential threats,survival,,0.0,0,False,0.0,0.0,0.0,0.0,228.6,228.6,-2971.4,0,3200.0,0.0,-0.002,0,12,equipment,1
1117,2340,2340,1,Investigate the wall and potential hidden dangers,defensive,,0.0,0,False,-0.01,-0.01,-0.01,0.0,326.7,326.7,98.1,1,228.6,0.0,0.0,0,14,item_use,1
1118,2340,2345,3,Search the area for items and potential threats,survival,,0.0,0,False,-0.01,-0.0033333333333333335,0.0,0.01,2900.0,850.0,523.3000000000002,0,326.7,-0.01,-0.01,0,14,movement,3
1119,2345,2345,1,Search the stairs_down northeast for potential items and clues,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,337.5,337.5,-512.5,1,850.0,0.0,0.0,0,14,item_use,1
1120,2350,2350,2,Search the area for items and clues to progress deeper,exploration,,0.0,0,False,0.0,0.0,-0.001,-0.001,1180.0,471.4,133.89999999999998,0,337.5,-0.01,-0.01,0,14,movement,2
1121,2350,2350,1,Search the stairs_down northeast for potential items and clues,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,343.8,343.8,-127.59999999999997,1,471.4,0.0,-0.001,0,14,item_use,1
1122,2355,2355,1,Move east to explore the stairs down,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,350.0,350.0,6.199999999999989,0,343.8,-0.01,-0.01,0,14,equipment,1
1123,2355,2355,2,Search the area for potential items and clues,exploration,,0.0,0,False,-0.01,-0.005,0.0,0.01,425.0,1200.0,850.0,1,350.0,-0.01,-0.01,0,12,exploration,2
1124,2360,2360,1,Search the area for potential threats and items,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,640.0,640.0,-560.0,0,1200.0,0.0,0.0,0,12,inventory,1
1125,2360,2360,1,Move east to explore the stairs down,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,356.2,356.2,-283.8,1,640.0,-0.01,-0.01,0,14,movement,1
1126,2360,2360,1,Search the area for potential threats and items,survival,,0.0,0,False,0.0,0.0,-0.001,0.0,2066.7,2066.7,1710.4999999999998,0,356.2,-0.01,-0.01,0,14,other,1
1127,2365,2365,1,Investigate the stairs down northeast,other,,0.0,0,False,-0.01,-0.01,-0.011,0.0,385.7,385.7,-1680.9999999999998,0,2066.7,0.0,-0.001,0,14,other,1
1128,2365,2365,2,Search the area for potential threats and items,survival,,0.0,0,False,-0.01,-0.005,-0.01,-0.009000000000000001,1280.0,660.0,274.29999999999995,0,385.7,-0.01,-0.011,0,14,movement,2
1129,2370,2370,1,Search the area for items and potential threats,survival,,0.0,0,False,0.0,0.0,0.001,0.0,583.3,583.3,-76.70000000000005,0,660.0,-0.01,-0.01,0,12,movement,1
1130,2370,2370,1,Investigate the stairs down northeast,other,,0.0,0,False,0.0,0.0,0.002,0.0,438.5,438.5,-144.79999999999995,1,583.3,0.0,0.001,0,14,inventory,1
1131,2370,2370,1,Pick up the orcish helm,inventory,,0.0,0,False,-0.01,-0.01,-0.01,0.0,3100.0,3100.0,2661.5,0,438.5,0.0,0.002,0,14,inventory,1
1132,2375,2375,1,Explore the stairs down northeast,exploration,,0.0,0,False,0.0,0.0,0.0,0.0,466.7,466.7,-2633.3,0,3100.0,-0.01,-0.01,0,14,inventory,1
1133,2375,2375,2,Pick up the orcish helm,inventory,,0.0,0,False,-0.02,-0.01,-0.01,0.0,2066.7,600.0,133.29999999999995,0,466.7,0.0,0.0,0,14,equipment,2
1134,2380,2380,1,Explore the stairs down northeast,exploration,,0.0,0,False,0.0,0.0,0.001,0.0,362.5,362.5,-237.5,1,600.0,-0.01,-0.01,0,14,combat,1
1135,2380,2380,2,Eat something to regain health,survival,,0.0,0,False,-0.02,-0.01,-0.001,0.009000000000000001,2066.7,1025.0,662.5,0,362.5,0.0,0.001,0,14,movement,2
1136,2385,2385,1,Search the surrounding area for clues and potential items,exploration,,0.0,0,False,0.0,0.0,0.011,0.0,428.6,428.6,-596.4,1,1025.0,-0.01,-0.001,0,14,movement,1
1137,2385,2385,2,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.005,-0.001,0.009000000000000001,3100.0,583.3,154.70000000000027,0,428.6,0.0,0.011,0,14,movement,2
1138,2390,2390,1,Search the surrounding area for clues and potential items,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,362.5,362.5,-220.79999999999995,1,583.3,0.0,-0.001,0,14,movement,1
1139,2390,2395,4,Search the area for potential items or clues,exploration,,0.0,0,False,-0.02,-0.005,0.001,0.011,3150.0,3000.0,2637.5,1,362.5,-0.01,-0.01,0,14,equipment,4
1140,2395,2395,1,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,356.2,356.2,-2643.8,0,3000.0,0.0,0.001,0,14,combat,1
1141,2400,2400,2,Search for items and describe surroundings,exploration,,0.0,0,False,-0.01,-0.005,-0.001,0.009000000000000001,1966.7,471.4,115.19999999999982,0,356.2,-0.01,-0.01,0,14,equipment,2
1142,2400,2400,1,Eat something to regain health,survival,,0.0,0,False,0.0,0.0,0.008,0.0,2233.3,2233.3,1761.9,1,471.4,0.0,-0.001,0,14,inventory,1
1143,2405,2405,2,Search for items and describe surroundings,exploration,,0.0,0,False,-0.01,-0.005,0.0,0.01,2900.0,850.0,-1383.3000000000002,0,2233.3,0.0,0.008,0,14,equipment,2
1144,2405,2405,1,Move away from the stairs to gain more information about the surrounding terrain,movement,,0.0,0,False,0.0,0.0,0.001,0.0,2266.7,2266.7,1416.6999999999998,1,850.0,0.0,0.0,0,14,inventory,1
1145,2410,2410,2,Eat something to restore health,survival,,0.0,0,False,-0.02,-0.01,-0.01,0.0,2900.0,442.9,-1823.7999999999997,0,2266.7,0.0,0.001,0,14,equipment,2
1146,2410,2410,1,Move away from the stairs to gain more information about the surrounding terrain,movement,,0.0,0,False,-0.01,-0.01,-0.01,0.0,2333.3,2333.3,1890.4,1,442.9,-0.01,-0.01,0,14,item_use,1
1147,2415,2415,2,Search for items and potential threats,survival,,0.0,0,False,-0.02,-0.01,-0.02,-0.01,442.9,2900.0,566.6999999999998,1,2333.3,-0.01,-0.01,0,12,exploration,2
1148,2415,2415,1,Investigate the stairs down northeast,other,,0.0,0,False,-0.01,-0.01,-0.01,0.0,2433.3,2433.3,-466.6999999999998,0,2900.0,-0.01,-0.02,0,14,equipment,1
1149,2420,2420,2,Eat to restore health,survival,,0.0,0,False,-0.02,-0.01,-0.02,0.0,442.9,2900.0,466.6999999999998,1,2433.3,-0.01,-0.01,0,12,combat,2
1150,2420,2420,1,Investigate the stairs down northeast,other,,0.0,0,False,-0.01,-0.01,-0.01,0.0,2433.3,2433.3,-466.6999999999998,0,2900.0,-0.01,-0.02,0,14,combat,1
1151,2425,2425,1,Explore the stairs down northeast,exploration,,0.0,0,False,-0.01,-0.01,-0.02,0.0,2433.3,2433.3,0.0,0,2433.3,-0.01,-0.01,0,14,item_use,1
1152,2425,2425,2,Eat to restore health,survival,,0.0,0,False,-0.02,-0.01,-0.009,0.011000000000000001,442.9,2950.0,516.6999999999998,1,2433.3,-0.01,-0.02,0,12,movement,2
1153,2430,2430,1,Explore the stairs down northeast,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,2433.3,2433.3,-516.6999999999998,0,2950.0,-0.01,-0.009,0,14,equipment,1
1154,2430,2430,2,Search the area for items and clues,exploration,,0.0,0,False,-0.01,-0.005,0.0,0.02,442.9,1180.0,-1253.3000000000002,1,2433.3,-0.01,-0.01,0,12,exploration,2
1155,2435,2435,1,Explore the stairs down northeast to gain experience and potentially find items,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1650.0,1650.0,470.0,0,1180.0,0.0,0.0,0,14,equipment,1
1156,2435,2435,2,Search the area for items and clues,exploration,,0.0,0,False,-0.01,-0.005,-0.01,-0.01,775.0,1450.0,-200.0,1,1650.0,-0.01,-0.01,0,12,equipment,2
1157,2440,2440,1,Explore the stairs down northeast to gain experience and potentially find items,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1650.0,1650.0,200.0,0,1450.0,-0.01,-0.01,0,14,item_use,1
1158,2440,2440,2,Search the area for potential threats and items,survival,,0.0,0,False,-0.02,-0.01,-0.01,0.0,775.0,2950.0,1300.0,1,1650.0,-0.01,-0.01,0,12,item_use,2
1159,2445,2445,1,Explore the stairs down northeast,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1300.0,1300.0,-1650.0,0,2950.0,-0.01,-0.01,0,14,movement,1
1160,2445,2445,2,Search the area for potential threats and items,survival,,0.0,0,False,-0.02,-0.01,-0.01,0.0,850.0,2950.0,1650.0,1,1300.0,-0.01,-0.01,0,12,item_use,2
1161,2450,2450,1,Explore the stairs down northeast,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1300.0,1300.0,-1650.0,0,2950.0,-0.01,-0.01,0,14,movement,1
1162,2450,2450,2,Search the area for potential items and clues,exploration,,0.0,0,False,-0.02,-0.01,-0.01,0.0,1180.0,660.0,-640.0,0,1300.0,-0.01,-0.01,0,14,combat,2
1163,2455,2455,1,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.02,0.0,1300.0,1300.0,640.0,1,660.0,-0.01,-0.01,0,14,movement,1
1164,2455,2455,2,Search the area for potential items and clues,exploration,,0.0,0,False,-0.02,-0.01,-0.01,0.0,1180.0,660.0,-640.0,0,1300.0,-0.01,-0.02,0,14,combat,2
1165,2460,2460,1,Eat something to recover health,survival,,0.0,0,False,-0.01,-0.01,-0.02,0.0,660.0,660.0,0.0,0,660.0,-0.01,-0.01,0,12,equipment,1
1166,2460,2460,1,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.02,0.0,1300.0,1300.0,640.0,1,660.0,-0.01,-0.02,0,14,item_use,1
1167,2460,2460,1,Search the area for items and clues,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1450.0,1450.0,150.0,0,1300.0,-0.01,-0.02,0,14,movement,1
1168,2465,2465,1,Explore the stairs_down northeast,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,428.6,428.6,-1021.4,0,1450.0,-0.01,-0.01,0,14,other,1
1169,2465,2465,2,Eat something to recover health,survival,,0.0,0,False,-0.01,-0.005,-0.01,-0.01,640.0,1450.0,1021.4,1,428.6,-0.01,-0.01,0,12,movement,2
1170,2470,2470,1,Explore the stairs_down northeast,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,393.3,393.3,-1056.7,0,1450.0,-0.01,-0.01,0,14,inventory,1
1171,2470,2475,4,Search for items and potential dangers,defensive,,0.0,0,False,-0.03,-0.0075,-0.01,-0.012,825.0,500.0,106.70000000000005,1,393.3,-0.01,-0.01,0,12,interaction,4
1172,2475,2475,1,Investigate the stairs_down northeast,other,,0.0,0,False,0.0,0.0,-0.001,0.0,362.5,362.5,-137.5,1,500.0,-0.01,-0.01,0,14,exploration,1
1173,2480,2480,1,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1200.0,1200.0,837.5,0,362.5,0.0,-0.001,0,14,exploration,1
1174,2480,2480,1,Investigate the stairs_down northeast,other,,0.0,0,False,-0.01,-0.01,-0.01,0.0,393.3,393.3,-806.7,0,1200.0,-0.01,-0.01,0,14,movement,1
1175,2480,2485,3,Search the area for items and potential threats,survival,,0.0,0,False,-0.03,-0.01,-0.02,-0.01,800.0,1200.0,806.7,1,393.3,-0.01,-0.01,0,12,item_use,3
1176,2485,2485,1,Investigate the stairs_down northeast,other,,0.0,0,False,-0.01,-0.01,-0.01,0.0,428.6,428.6,-771.4,0,1200.0,-0.01,-0.02,0,14,other,1
1177,2490,2490,2,Search the area for items and potential threats,survival,,0.0,0,False,-0.01,-0.005,0.001,0.011,3150.0,850.0,421.4000000000001,0,428.6,-0.01,-0.01,0,14,interaction,2
1178,2490,2490,1,Investigate the stairs_down northeast,other,,0.0,0,False,0.0,0.0,0.007,0.0,2233.3,2233.3,1383.3000000000002,1,850.0,0.0,0.001,0,14,interaction,1
1179,2495,2495,1,Search the area for items and potential threats,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1320.0,1320.0,-913.3000000000002,0,2233.3,0.0,0.007,0,14,exploration,1
1180,2495,2495,1,Investigate the stairs_down northeast to proceed,other,,0.0,0,False,0.0,0.0,0.003,0.0,1216.7,1216.7,-103.29999999999995,0,1320.0,-0.01,-0.01,0,14,inventory,1
1181,2495,2495,1,Search the area for items and potential threats,survival,,0.0,0,False,0.0,0.0,-0.001,0.0,700.0,700.0,-516.7,0,1216.7,0.0,0.003,0,12,other,1
1182,2500,2500,2,Search the area for potential threats and items,survival,,0.0,0,False,-0.02,-0.01,-0.01,0.0,3300.0,583.3,-116.69999999999982,1,700.0,0.0,-0.001,0,14,interaction,1
1183,2500,2500,1,Investigate the stairs_down northeast to proceed,other,,0.0,0,False,0.0,0.0,-0.005,0.0,1133.3,1133.3,550.0,1,583.3,-0.01,-0.01,0,14,interaction,1
1184,2505,2505,2,Explore the area to gather information and potentially find items,exploration,,0.0,0,False,-0.02,-0.01,-0.01,0.0,583.3,1675.0,541.7,1,1133.3,0.0,-0.005,0,12,combat,2
1185,2505,2510,2,Search the area for potential threats and items,survival,,0.0,0,False,-0.02,-0.01,-0.01,0.0,1133.3,1216.7,-458.29999999999995,0,1675.0,-0.01,-0.01,0,14,combat,2
1186,2510,2510,2,Search the area for potential threats and items,survival,,0.0,0,False,0.0,0.0,-0.002,-0.001,2166.7,425.0,-791.7,0,1216.7,-0.01,-0.01,0,14,item_use,2
1187,2515,2515,1,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1460.0,1460.0,1035.0,1,425.0,0.0,-0.002,0,14,item_use,1
1188,2515,2515,2,Search the area for items and potential threats,survival,,0.0,0,False,0.0,0.0,0.001,0.001,425.0,2233.3,773.3000000000002,1,1460.0,-0.01,-0.01,0,12,exploration,2
1189,2520,2520,2,Search for items and clues to progress deeper,exploration,,0.0,0,False,-0.02,-0.01,-0.01,0.0,700.0,3350.0,1116.6999999999998,1,2233.3,0.0,0.001,0,12,interaction,2
1190,2520,2520,1,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1460.0,1460.0,-1890.0,0,3350.0,-0.01,-0.01,0,14,movement,1
1191,2525,2525,2,Search for items and clues to progress deeper,exploration,,0.0,0,False,-0.01,-0.005,-0.01,-0.009000000000000001,660.0,3350.0,1890.0,1,1460.0,-0.01,-0.01,0,12,equipment,2
1192,2525,2525,1,Search for food and water to avoid fainting again,survival,,0.0,0,False,-0.01,-0.01,-0.02,0.0,1460.0,1460.0,-1890.0,0,3350.0,-0.01,-0.01,0,14,item_use,1
1193,2530,2530,2,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.005,0.0,0.02,3350.0,425.0,-1035.0,0,1460.0,-0.01,-0.02,0,14,equipment,2
1194,2530,2530,1,Search for food and water to avoid fainting again,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1200.0,1200.0,775.0,1,425.0,0.0,0.0,0,14,item_use,1
1195,2535,2535,1,Search the stairs_down northeast for potential items and dangers,defensive,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1166.7,1166.7,-33.299999999999955,0,1200.0,-0.01,-0.01,0,14,movement,1
1196,2535,2535,2,Move away from the door to avoid potential threats,survival,,0.0,0,False,-0.02,-0.01,-0.02,-0.01,700.0,3350.0,2183.3,1,1166.7,-0.01,-0.01,0,12,interaction,2
1197,2540,2540,1,Search the stairs_down northeast for potential items and dangers,defensive,,0.0,0,False,0.0,0.0,-0.001,0.0,2200.0,2200.0,-1150.0,0,3350.0,-0.01,-0.02,0,14,movement,1
1198,2540,2540,2,Search the area for potential items or clues,exploration,,0.0,0,False,-0.02,-0.01,-0.01,0.0,2900.0,700.0,-1500.0,0,2200.0,0.0,-0.001,0,14,movement,2
1199,2545,2545,1,Eat to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,2200.0,2200.0,1500.0,1,700.0,-0.01,-0.01,0,14,item_use,1
1200,2545,2545,2,Search the area for potential items or clues,exploration,,0.0,0,False,-0.01,-0.005,-0.001,0.009000000000000001,2950.0,825.0,-1375.0,0,2200.0,-0.01,-0.01,0,14,interaction,2
1201,2550,2550,1,Explore the surroundings to gather more information,exploration,,0.0,0,False,0.0,0.0,0.0,0.0,442.9,442.9,-382.1,0,825.0,0.0,-0.001,0,12,exploration,1
1202,2550,2550,1,Eat to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,2200.0,2200.0,1757.1,1,442.9,0.0,0.0,0,14,combat,1
1203,2550,2555,3,Explore surroundings and assess situation,exploration,,0.0,0,False,-0.02,-0.006666666666666667,0.002,0.012,1180.0,3000.0,800.0,1,2200.0,-0.01,-0.01,0,14,item_use,3
1204,2555,2560,2,Eat to regain health,survival,,0.0,0,False,-0.02,-0.01,-0.01,0.01,2200.0,2233.3,-766.6999999999998,0,3000.0,0.0,0.002,0,14,item_use,2
1205,2560,2560,2,Search the area for potential threats and items,survival,,0.0,0,False,-0.01,-0.005,-0.01,-0.009000000000000001,800.0,1280.0,-953.3000000000002,1,2233.3,-0.01,-0.01,0,12,interaction,2
1206,2565,2565,1,Move northeast to explore the stairs down,exploration,,0.0,0,False,0.0,0.0,0.0,0.0,2200.0,2200.0,920.0,0,1280.0,-0.01,-0.01,0,14,other,1
1207,2565,2565,2,Search the area for potential threats and items,survival,,0.0,0,False,-0.02,-0.01,-0.01,0.0,775.0,2233.3,33.30000000000018,1,2200.0,0.0,0.0,0,12,interaction,2
1208,2570,2570,1,Move northeast to explore the stairs down,exploration,,0.0,0,False,0.0,0.0,0.0,0.0,1320.0,1320.0,-913.3000000000002,0,2233.3,-0.01,-0.01,0,14,combat,1
1209,2570,2570,2,Search the area for potential threats and items,survival,,0.0,0,False,-0.01,-0.005,0.0,0.01,3350.0,442.9,-877.0999999999999,0,1320.0,0.0,0.0,0,14,combat,2
1210,2575,2575,1,Move away from the wall and explore the stairs down,exploration,,0.0,0,False,0.0,0.0,0.006,0.0,1216.7,1216.7,773.8000000000001,1,442.9,0.0,0.0,0,14,inventory,1
1211,2575,2575,2,Search the area for potential threats and items,survival,,0.0,0,False,-0.02,-0.01,-0.01,0.0,775.0,2900.0,1683.3,1,1216.7,0.0,0.006,0,12,equipment,2
1212,2580,2580,2,Search the area for potential items and threats,survival,,0.0,0,False,-0.02,-0.01,-0.01,0.0,2900.0,620.0,-2280.0,0,2900.0,-0.01,-0.01,0,14,inventory,2
1213,2580,2580,1,Move away from the wall and explore the stairs down,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1216.7,1216.7,596.7,1,620.0,-0.01,-0.01,0,14,exploration,1
1214,2585,2585,2,Search the area for potential items and threats,survival,,0.0,0,False,-0.01,-0.005,0.001,0.021,2900.0,825.0,-391.70000000000005,0,1216.7,-0.01,-0.01,0,14,inventory,2
1215,2585,2585,1,Search the stairs_down for potential items and clues,exploration,,0.0,0,False,0.0,0.0,0.0,0.0,1460.0,1460.0,635.0,1,825.0,0.0,0.001,0,14,inventory,1
1216,2590,2590,1,Search the area for potential items and clues,exploration,,0.0,0,False,0.0,0.0,-0.001,0.0,3000.0,3000.0,1540.0,0,1460.0,0.0,0.0,0,14,movement,1
1217,2590,2590,1,Search the stairs_down for potential items and clues,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1460.0,1460.0,-1540.0,0,3000.0,0.0,-0.001,0,14,equipment,1
1218,2590,2595,3,Eat something to regain health,survival,,0.0,0,False,-0.03,-0.01,-0.01,0.0,825.0,1966.7,506.70000000000005,1,1460.0,-0.01,-0.01,0,12,inventory,3
1219,2595,2595,1,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1460.0,1460.0,-506.70000000000005,0,1966.7,-0.01,-0.01,0,14,movement,1
1220,2600,2600,1,Search the area for items and clues,exploration,,0.0,0,False,0.0,0.0,0.0,0.0,600.0,600.0,-860.0,0,1460.0,-0.01,-0.01,0,12,equipment,1
1221,2600,2600,1,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.02,0.0,1460.0,1460.0,860.0,1,600.0,0.0,0.0,0,14,movement,1
1222,2600,2600,1,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1966.7,1966.7,506.70000000000005,0,1460.0,-0.01,-0.02,0,14,inventory,1
1223,2605,2605,1,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.02,0.0,1460.0,1460.0,-506.70000000000005,0,1966.7,-0.01,-0.01,0,14,equipment,1
1224,2605,2605,2,Search the area for items and clues,exploration,,0.0,0,False,-0.02,-0.01,-0.009,0.0010000000000000009,600.0,1500.0,40.0,1,1460.0,-0.01,-0.02,0,12,exploration,2
1225,2610,2610,1,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.02,0.0,1460.0,1460.0,-40.0,0,1500.0,-0.01,-0.009,0,14,movement,1
1226,2610,2610,2,Eat something to regain health,survival,,0.0,0,False,-0.02,-0.01,-0.01,0.01,600.0,1280.0,-180.0,1,1460.0,-0.01,-0.02,0,12,inventory,2
1227,2615,2615,1,Explore the stairs down northeast,exploration,,0.0,0,False,0.0,0.0,-0.001,0.0,1725.0,1725.0,445.0,0,1280.0,-0.01,-0.01,0,14,other,1
1228,2615,2615,2,Eat something to regain health,survival,,0.0,0,False,-0.02,-0.01,-0.01,0.01,600.0,3350.0,1625.0,1,1725.0,0.0,-0.001,0,12,inventory,2
1229,2620,2620,1,Explore the stairs down northeast,exploration,,0.0,0,False,0.0,0.0,-0.001,0.0,2300.0,2300.0,-1050.0,0,3350.0,-0.01,-0.01,0,14,other,1
1230,2620,2620,2,Eat something to recover health,survival,,0.0,0,False,-0.01,-0.005,-0.01,0.0,600.0,1300.0,-1000.0,1,2300.0,0.0,-0.001,0,12,equipment,2
1231,2625,2625,1,Search the stairs_down northeast for potential threats and items,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,2333.3,2333.3,1033.3000000000002,0,1300.0,-0.01,-0.01,0,14,exploration,1
1232,2625,2625,2,Search the area for items and potential threats,survival,,0.0,0,False,-0.02,-0.01,-0.02,-0.01,3150.0,600.0,-1733.3000000000002,0,2333.3,-0.01,-0.01,0,14,equipment,2
1233,2630,2630,1,Search the stairs_down northeast for potential threats and items,survival,,0.0,0,False,0.0,0.0,-0.001,0.0,1400.0,1400.0,800.0,1,600.0,-0.01,-0.02,0,14,movement,1
1234,2630,2635,3,Eat something to regain health,survival,,0.0,0,False,-0.03,-0.01,-0.02,0.0,600.0,600.0,-800.0,1,1400.0,0.0,-0.001,0,12,equipment,3
1235,2635,2635,1,Investigate the stairs_down northeast,other,,0.0,0,False,-0.01,-0.01,-0.01,0.0,2233.3,2233.3,1633.3000000000002,1,600.0,-0.01,-0.02,0,14,movement,1
1236,2635,2635,1,Search the area for potential items and clues,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1220.0,1220.0,-1013.3000000000002,0,2233.3,-0.01,-0.01,0,14,other,1
1237,2640,2640,1,Investigate the stairs_down northeast,other,,0.0,0,False,0.0,0.0,0.0,0.0,1150.0,1150.0,-70.0,0,1220.0,-0.01,-0.01,0,14,exploration,1
